Name,Resource type,Project Id,Display name,Create time,Update time,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Direct tags,Description,Location,Labels,Network tags,Additional attributes
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-east4-c/instances/gke-gue4-apps-shared-gue4-speedracer--686217b9-z2wr","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-gue4-apps-shared-gue4-speedracer--686217b9-z2wr","2026-08-25T16:16:10Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-east4-c","{goog-gke-cost-management:,env:prod,goog-gke-node-pool-provisioning-model:on-demand,goog-gke-cluster-id-base32:gvsbqrfzejbanb27sgyhhhjpw7wabzwv76xuo6ebxh5of2fzm5mq,goog-gke-node:,goog-k8s-cluster-name:gue4-apps-shared-prod,goog-k8s-cluster-location:us-east4,goog-k8s-node-pool-name:gue4-speedracer-c2}","[east-region-route,gke-gue4-apps-shared-prod-35641844-node,gue4-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:7788601097540600101,internalIPs:[10.124.118.16],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-eim-udw-dev/zones/us-central1-c/instances/workstations-c802404f-2de9-4696-9cc6-949f0b4af3fa","compute.Instance","adtgcp-eim-udw-dev","workstations-c802404f-2de9-4696-9cc6-949f0b4af3fa","2026-08-25T14:02:02Z","null","RUNNING","[folders/1077504963369,folders/119982375294,folders/604042064602]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-eim-udw-dev","[]","[{tagKey:433637338589/drz-location,tagValue:433637338589/drz-location/us-central1,tagValueId:tagValues/281474992667748},{tagKey:433637338589/drz-service-owner,tagValue:433637338589/drz-service-owner/workstations.googleapis.com,tagValueId:tagValues/281483166999407}]","","us-central1-c","{goog-workstations:,workstation_config_id:gc1dldnacw,service:cloudworkstation,goog-drz-workstation-uuid:1a5ec2ca-613c-4c7c-b552-12a6c20e20ab,environment:dev,workstation_location:us-central1,workstation_cluster_id:gc1dldnacw1,goog-drz-workstation-location:us-central1}","[cloud-workstations-instance,edevsensitive,edevvm]","{deletionProtection:FALSE,hasFullApiAccess:false,id:7877227953851997878,internalIPs:[10.118.8.13],machineType:e2-standard-4,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-cs-enterprise-859a/global/networks/adtgcp-ent-1],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-ptr-cms-dev2-01dc/zones/us-central1-f/instances/gc1dwui01-768p","compute.Instance","adtgcp-ptr-cms-dev2-01dc","gc1dwui01-768p","2026-08-25T12:54:58Z","null","RUNNING","[folders/241734184498,folders/867920769432,folders/827654304125]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-ptr-cms-dev2-01dc","[]","[]","","us-central1-f","{}","[cmsdevsensitive,cmsdevvm,cmsssl]","{deletionProtection:FALSE,hasFullApiAccess:true,id:7630854623865089613,internalIPs:[10.128.14.26],machineType:e2-standard-2,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-cms-corenetwork-4c8a/global/networks/adtgcp-cms-1],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-db9s","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-db9s","2026-08-25T12:13:10Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,env:prod,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-k8s-cluster-location:us-central1,goog-gke-node-pool-provisioning-model:on-demand,goog-gke-node:,goog-gke-cost-management:}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:9065720141381122106,internalIPs:[10.124.247.192],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-u17c","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-u17c","2026-08-25T12:04:56Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-k8s-cluster-location:us-central1,goog-gke-node:,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,env:prod,goog-gke-cost-management:,goog-gke-node-pool-provisioning-model:on-demand,goog-k8s-node-pool-name:guc1-speedracer-c2}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:4319026717971724807,internalIPs:[10.124.246.37],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-ufp9","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-ufp9","2026-08-25T11:58:24Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{env:prod,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-gke-cost-management:,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-k8s-cluster-location:us-central1,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,goog-gke-node-pool-provisioning-model:on-demand,goog-gke-node:}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:6879624393792699791,internalIPs:[10.124.246.72],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-fl6q","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-fl6q","2026-08-25T11:54:19Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-k8s-cluster-name:guc1-apps-shared-prod,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-k8s-cluster-location:us-central1,goog-gke-cost-management:,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,goog-gke-node-pool-provisioning-model:on-demand,env:prod,goog-gke-node:}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:408915412548336772,internalIPs:[10.124.246.17],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-t7jg","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-t7jg","2026-08-25T11:50:13Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-gke-cost-management:,goog-gke-node-pool-provisioning-model:on-demand,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,goog-gke-node:,goog-k8s-cluster-location:us-central1,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-k8s-cluster-name:guc1-apps-shared-prod,env:prod}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:1108874985920806811,internalIPs:[10.124.246.79],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-v75s","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-v75s","2026-08-25T11:46:05Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-gke-node:,env:prod,goog-gke-node-pool-provisioning-model:on-demand,goog-k8s-cluster-location:us-central1,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-gke-cost-management:}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:2471559171391110802,internalIPs:[10.124.246.43],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-0soz","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-0soz","2026-08-25T11:41:55Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-k8s-node-pool-name:guc1-speedracer-c2,env:prod,goog-k8s-cluster-location:us-central1,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-gke-cost-management:,goog-gke-node-pool-provisioning-model:on-demand,goog-gke-node:,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:2185364283320222061,internalIPs:[10.124.246.44],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
"//compute.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p/zones/us-central1-b/instances/gke-guc1-apps-shared-guc1-speedracer--59087ece-82rz","compute.Instance","adtgcp-prd-eng-apps-shared-p","gke-guc1-apps-shared-guc1-speedracer--59087ece-82rz","2026-08-25T11:37:42Z","null","RUNNING","[folders/1055903590386,folders/573631825964,folders/668979129279]","organizations/504887487938","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/adtgcp-prd-eng-apps-shared-p","[]","[]","","us-central1-b","{goog-gke-cost-management:,goog-gke-node-pool-provisioning-model:on-demand,env:prod,goog-gke-node:,goog-k8s-node-pool-name:guc1-speedracer-c2,goog-k8s-cluster-location:us-central1,goog-k8s-cluster-name:guc1-apps-shared-prod,goog-gke-cluster-id-base32:wuxv7qvozfcejo3j2a7mp5twil5o7nnr4xxevqecooxum3r5kr4a}","[central-region-route,gke-guc1-apps-shared-prod-b52f5fc2-node,guc1-apps-shared-prod-pool]","{deletionProtection:FALSE,hasFullApiAccess:true,id:6823542471778156650,internalIPs:[10.124.246.127],machineType:c2-standard-16,networkInterfaceNames:[nic0],networkInterfaceNetworks:[https://www.googleapis.com/compute/v1/projects/adtgcp-prd-eng-core-svc-p/global/networks/adtgcp-prd-eng-apps-p],networkInterfaceStackTypes:[IPV4_ONLY]}"
